채용제목,근무지,경력,학력,고용형태,상세게시글id,회사,상세url,주요업무,자격요건,우대사항,스킬,채용절차,급여,업종,복지 및 혜택
[그루비] ML Backend Engineer,서울 송파구,경력3년~20년,대졸이상,정규직,48333794.0,㈜플래티어,https://www.jobkorea.co.kr/Recruit/GI_Read/48333794?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=44&sc=630,"이런 업무를 해요
1. 에이전트 플랫폼 개발
ㆍGoogle ADK, LangChain / LangGraph 기반 플랫폼 설계 및 운영
ㆍ백엔드 아키텍처 설계·구현·운영
ㆍMCP 클라이언트·서버 개발 및 실시간 대화 세션 관리, 로깅, 모니터링
ㆍ내부 마이크로서비스 통신을 위한 gRPC 인터페이스 설계·운영

2. 생성형 AI 검색 서빙 API 개발
ㆍGraphQL 또는 FastAPI 기반 검색 엔드포인트 설계·구현·운영
ㆍRedis, CDN을 활용한 캐싱 전략 수립 및 운영

3. 추천 추론·서빙 API 개발
ㆍBentoML / KServe 이용한 모델 패키징 및 서빙
ㆍFastAPI 또는 Rust / gRPC 기반 추론 API 설계·구현·운영
ㆍOpenAPI / Swagger / GraphQL 스키마 문서화 및 유지보수
ㆍ파이썬 개발자 포지션 운영 계획 포함

4. 추천·검색 시스템 운영
ㆍVertex AI Search / FAISS 기반 인덱싱, 쿼리 최적화 및 운영
ㆍLaunchDarkly 등 Feature Flag 기반 A/B 샘플링 프레임워크 구축·운영
ㆍ실험 자동화 시스템 운영

5. 인프라 및 성능 최적화
ㆍNGINX / Envoy, Redis 기반 아키텍처 설계·운영
ㆍDocker, Kubernetes 기반 무중단 배포 설계·운영
ㆍPrometheus, Grafana를 통한 모니터링 및 알림 설정

6. 데이터베이스 설계·튜닝
ㆍMySQL, PostgreSQL 스키마 설계 및 운영
ㆍ쿼리 최적화, 파티셔닝 전략 수립 및 운영","이런 분들을 찾고 있어요
ㆍ학력 : 대졸이상
　- 컴퓨터공학(CS)
　- 소프트웨어공학(SE)
　- 전산학
　전공(또는 이와 동등 수준의 지식 보유)
ㆍPython 백엔드 개발 3년 이상 (FastAPI, FastMCP 필수)
ㆍ대규모 트래픽 API 설계·운영 경험
ㆍRESTful API 설계 원칙, OpenAPI/Swagger 활용 능력
ㆍVertex AI Search / ElasticSearch / FAISS 등 검색엔진 활용 경험
ㆍDocker·Kubernetes 등 컨테이너 오케스트레이션 경험
ㆍ네트워크·로드밸런싱·캐시 설계 및 성능 튜닝 역량
ㆍ데이터베이스 스키마 설계·튜닝 경험
ㆍGoogle ADK(MCPToolset) 활용 경험","이런 분이면 더 좋아요
ㆍLangChain 또는 LangGraph 기반 에이전트 개발 경험
ㆍPython 백엔드 개발 5년 이상
ㆍSaaS·이커머스·게임·홈쇼핑 등 높은 동시 접속 서비스 운영 경험
ㆍ메시지 큐(RabbitMQ, Kafka 등) 활용 경험
ㆍCI/CD 파이프라인 구축 및 자동화 스크립팅 경험
ㆍPrometheus·Grafana 등 모니터링·로깅 도구 활용 경험","ElasticSearch, FastAPI, GraphQL, gRPC, Kafka, Kubernetes, LangChain, LangGraph, PostgreSQL, Redis, Rust, 검색엔진","","","",""
[메이플스토리] AI 엔지니어,경기 성남시 분당구 판교로256번길 7  넥슨코리아,경력,학력무관,정규직,48366731.0,㈜넥슨,https://www.jobkorea.co.kr/Recruit/GI_Read/48366731?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=45&sc=630,"주요 업무
프롬프트, 컨텍스트 엔지니어링 연구를 기반으로 게임 플레이에 적용
게임 리소스, 컨텐츠 기반의 RAG 시스템 개발
AI 서비스를 이용한 게임 플레이 및 서비스 PoC, 적용
R&D실에서 진행하는 여러 연구과제의 기획, 개발, 분석, 리서치 등의 제반 업무
언리얼 또는 유니티 엔진을 이용한 게임에 AI 서비스 융합","지원 자격
프롬프트, 컨텍스트 엔지니어링 기법에 대한 연구와 최신 트렌드를 이해하고 계시는 분
LLM 프롬프트 체이닝 또는 LangChain, Google-ADK 등 에이전트 프레임워크를 활용하신 분
RAG 아키텍처에 대한 깊은 고민을 해보신 분
Agentic AI 생태계에 대한 이해와 AI 시스템 디자인을 이해하고 계신 분
빠른 주기로 변경되는 목표에 대응하기 위한 원활한 커뮤니케이션 능력과 협동적인 문제 해결 의지가 있으신 분
객관적인 시각으로 상황을 판단하며 조직의 목표를 더 우선적으로 생각하시는 분
논리적 사고를 기반으로 문제 해결 경험이 있으신 분
[필수제출] 포트폴리오","우대 사항
AI/ML 기술을 기반으로 실제 서비스를 출시해 본 경험이 있으신 분
게임 개발 경험이 있거나 게임 개발 프로세스에 대한 이해가 있으신 분
SFT, RL 등 LLM 튜닝을 서비스에 적용해보신 분
다양한 업무 변화나 빠르고 유연한 개발 환경 및 새로운 도전을 즐길 수 있으신 분
능동적이고 자기주도적인 업무 진행 능력을 가지고 자신의 업무 결과물에 대한 책임감이 있으신 분","LangChain, LLM, R, RAG","",회사 내규에 따름,"",""
[CDO] AI/빅데이터 연구개발 경력 상시 모집,서울 영등포구 여의대로 108,경력,대졸이상,정규직,48354939.0,LG에너지솔루션,https://www.jobkorea.co.kr/Recruit/GI_Read/48354939?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=46&sc=630,"담당업무

ㆍLLM 기반 AI Agent 아키텍쳐 설계 및 개발

ㆍ지식 검색 및 RAG(Retrieval-Augmented Generation) 설계 및 개발

ㆍ모델 프롬프트 엔지니어링 및 성능 최적화

ㆍLLM 기반 AI 서비스 개발 및 배포","자격요건

ㆍ전공 : 산업공학/AI/데이터융합/통계/빅데이터 관련 전공

ㆍLangChain 기반 오케스트레이터 개발 역량 보유

ㆍ지식 검색 및 RAG(Retrieval-Augmented Generation) 설계 및 개발 경험 보유

ㆍFastAPI 기반 백엔드 구축 경험 보유

ㆍNLP관련 AI 서비스 개발 경험 보유","우대사항

ㆍLangGraph 기반 AI Agent 개발 및 서비스 경험 보유

ㆍLLM 파인튜닝 경험 보유(SFT, DPO)

ㆍMCP 관련 어플리케이션 개발 경험 보유","Agent, RAG","",회사 내규에 따름,"",""
"AIR Platform(Backend Developer, 플랫폼 기획) 채용",경기 과천시 과천대로7길 74  메가존산학연센터,경력,학력무관,정규직 (수습 3개월),48472014.0,메가존클라우드㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48472014?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=47&sc=630,"· 해외 법인의 요구사항에 대한 대응 개발 및 고도화

· AI agent 배포, 실행, 모니터링 백엔드 개발

· RAG 시스템 백엔드 개발

· AI/ML 워크플로우 및 파이프라인 연동 백엔드 개발

· Kubernetes 기반 AI Job scheduler (Kueue) 확장 개발

· Job 제출, 모니터링, 미터링 및 빌링, 관리 기능을 위한 백엔드 개발

· 분산 환경에서의 학습 작업 스케줄링 로직, 우선순위 큐, 리소스 관리 기능 개발","[필수조건]

· Python, Java, Go 언어 등을 사용한 서버 애플리케이션 개발 경험이 3년 이상 있으신 분

· RESTful API 설계 및 개발 경험이 있으신 분

· Kubernetes 환경에서의 애플리케이션 개발 또는 운영 경험이 있으신 분

· 데이터베이스 및 ORM 사용 경험이 있으신 분

· LLM 도메인(Agent, RAG)에 대한 이해 또는 관심이 있으신 분

· AI의 전반적인 라이프사이클에 대한 이해 또는 관심이 있으신 분

· 단순 연차나 경험보다는, 팀웍에 기반한 문제 해결과 지속적인 학습 및 전파에 익숙하신 분

· 영어로 커뮤니케이션이 가능하신 분
","[우대사항]

· LLM 도메인(Agent, RAG)과 연계된 개발 경험

· MLOps 플랫폼 (Kubeflow, MLflow 등) 개발 또는 연동 경험

· Kueue, Volcano 등 Kubernetes 기반 스케줄러 개발 또는 커스터마이징 경험

· Kubernetes Custom Controller 또는 Operator 개발 경험

· 대용량 트래픽 처리 및 분산 시스템 개발 경험","agent, Agent, Go, Java, Kubernetes, LLM, MLOps, Python, RAG","",회사 내규에 따름 (면접 후 결정),"",""
"[AI·빅데이터] AI 엔지니어, R&D, 데이터 사이언티스트, 인프라",서울 강서구 마곡중앙8로5길 40  엑셈,경력,대졸이상,정규직 (수습 1개월),48489693.0,㈜엑셈,https://www.jobkorea.co.kr/Recruit/GI_Read/48489693?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=48&sc=630,"· 엑셈 AI 제품군에 AI 모델 적용 및 운영

· 이상탐지/예측 모델의 서비스 연동, 실시간 서빙 및 MLOps/LLMOps 파이프라인 구축

· LLM 기반 RAG/Agent 시스템 개발 (검색, 임베딩, 평가 모듈 구현)

· 데이터 파이프라인, 전처리, API 백엔드 개발 및 운영 자동화

· GPU 리소스 및 AI 워크로드 모니터링 시스템 개발

· 실시간 이상 탐지 이벤트의 시각화 및 대시보드화","자격요건

· 경력 : 2년 이상

· 컴퓨터공학, AI, 소프트웨어공학 관련 전공 학사 이상

· Python 기반 AI/ML/DL 개발 경험 (PyTorch, TensorFlow, Scikit-learn 등)

· REST API, FastAPI, Flask, Django 등 백엔드 개발 경험

· Docker, Kubernetes, CI/CD 등 DevOps 환경 이해 및 적용 경험

· 데이터베이스 (PostgreSQL, ClickHouse, ElasticSearch, Redis 등) 이해

※ 수습기간 1개월 (최대 3개월까지 수습기간 연장 가능)","우대사항

· LLM 서비스 및 RAG/Agent Builder 구현 경험

· MLOps/LLMOps 환경 구축 경험 (MLflow, Kubeflow, AutoRAG 등)

· GPU 리소스 모니터링 및 AI 이상탐지 시스템 경험

· 클라우드 (AWS, GCP, Naver Cloud 등) 또는 온프레미스 인프라 구축 경험","Agent, AWS, CI/CD, DevOps, Django, Docker, ElasticSearch, FastAPI, Flask, GCP, Kubernetes, LLM, MLOps, PostgreSQL, Python, PyTorch, RAG, Redis, REST API, TensorFlow, 데이터 파이프라인","",회사 내규에 따름,"",""
AI Agent 개발 테크 리더(차장-이사급),"서울 서초구, 서울 마포구",경력5년~20년,학력무관,정규직,48379326.0,메타넷디지털㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48379326?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=49&sc=630,"이런 업무를 해요
ㆍAI Agent 및 LLM 기반 서비스의 설계, 개발, 운영 총괄
ㆍ고객사 환경에 맞춘 맞춤형 모델 커스터마이징 및 통합 개발
ㆍ주요 Big Account(대형 고객, 주로 그룹사) 대상 기술 PoC 및 솔루션 제안
ㆍ팀 내 개발자들과 함께 직접 코드를 작성하고 문제를 해결하는 핸즈온 리더 역할 수행
ㆍ프로젝트 일정, 품질, 리소스 관리 등 엔드투엔드(End-to-End) 개발 리드
ㆍ고객사 기술 담당자와의 커뮤니케이션 및 기술 협상 주도
ㆍ기술 문서화 및 내부 개발 가이드 표준화","[자격요건]
ㆍ머신러닝/딥러닝 관련 경력 5년 이상
ㆍAI Agent, LLM Application, 혹은 Chat/Action 기반 서비스 개발 경험
ㆍPython, Node.js, TypeScript 등 하나 이상의 프로그래밍 언어에 능숙
ㆍOpenAI API, LangChain, RAG, Vector DB 등 AI Framework 활용 경험
ㆍ고객사 기술 담당자 및 내부 조직과의 원활한 커뮤니케이션/조율 능력
ㆍAI 솔루션 개발 스타트업 또는 대규모 프로젝트에서의 핸즈온 개발 리딩 경험
ㆍ시스템 아키텍처 설계, MLOps, API 연동에 대한 이해","이런 분이면 더 좋아요
ㆍB2B 대형 고객(BIG ACCOUNT) 프로젝트 수행 경험
ㆍ멀티 에이전트 시스템 또는 Agent Orchestration 경험
ㆍ모델 파인튜닝 및 Prompt Engineering 경험
ㆍAWS, GCP, Azure 등 클라우드 환경에서의 배포 및 운영 경험
ㆍ스타트업/테크 기업의 초기 AI 서비스 빌드업 경험
ㆍ영어 커뮤니케이션 또는 글로벌 협업 경험","Agent, Azure, GCP, LangChain, LLM, MLOps, Node.js, RAG, TypeScript","","","",""
2026년 미국 Battery Tech Conference 채용전형 모집,대전 유성구 문지로 188,신입·경력,대학원(석사)이상,정규직,48467357.0,LG에너지솔루션,https://www.jobkorea.co.kr/Recruit/GI_Read/48467357?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=52&sc=630,"이런 일을 해요

ㆍ엔솔의 자체 Agentic AI플랫폼을 활용하여 사내 다양한 업무를 AI Agent 기반으로

    자동화할 수 있도록 서비스를 설계/개발합니다.

ㆍLLM기반 AI 서비스의 아키텍처를 설계하고, 개발하며, 좋은 품질의 답변이 만들어 질 수

    있도록 모델 프롬프트 엔지니어링 및 성능 최적화작업을 수행합니다.

ㆍLLM 기반 AI 서비스를 배포/운영하면서 사용자의 피드백을 받아 엔솔의 AI 플랫폼과

    서비스를 더 나은 모습으로 개선해 나갑니다.

ㆍ엔솔의 Agentic AI 플랫폼에 대한 오너십을 가지고 가장 좋은 성능을 낼 수 있도록 최신

     LLM모델을 테스트해 가며 적용/운영하는 업무도 중요한 축을 담당합니다.","이런 일을 해요

ㆍ엔솔의 자체 Agentic AI플랫폼을 활용하여 사내 다양한 업무를 AI Agent 기반으로

    자동화할 수 있도록 서비스를 설계/개발합니다.

ㆍLLM기반 AI 서비스의 아키텍처를 설계하고, 개발하며, 좋은 품질의 답변이 만들어 질 수

    있도록 모델 프롬프트 엔지니어링 및 성능 최적화작업을 수행합니다.

ㆍLLM 기반 AI 서비스를 배포/운영하면서 사용자의 피드백을 받아 엔솔의 AI 플랫폼과

    서비스를 더 나은 모습으로 개선해 나갑니다.

ㆍ엔솔의 Agentic AI 플랫폼에 대한 오너십을 가지고 가장 좋은 성능을 낼 수 있도록 최신

     LLM모델을 테스트해 가며 적용/운영하는 업무도 중요한 축을 담당합니다.



필수사항

ㆍ단순한 챗봇을 넘어 Agentic AI 시대에 맞게 엔솔의 일하는 방식을 혁신해 나가실 분이

    필요해요.

ㆍ다양한 LLM모델을 활용하여 지식 검색 및 RAG(Retrieval-Augmented Generation)

    설계 및 개발하실 수 있는 분이나, LangChain기반 오케스트레이터 개발경험이 있으신 분,

    MCP 관련 어플리케이션 개발 경험 보유하신 분이면 더 좋아요.

ㆍ스스로 답답한 업무 환경을 바꾸기 위해 Generative AI서비스를 활발하게 활용하면서

    업무 성과를 창출했던 분도 환영하니 AI Agent시대의 전도사가 되어주세요!",,"Agent, RAG","",회사 내규에 따름,"",""
[도이치모터스㈜] AX실 경력 채용,"서울 동대문구 답십리동 530-19 도이치모터스빌딩, 12층",신입·경력,대졸이상,"정규직 (수습 6개월) , 계약직 (근무기간 12개월, 정규직 전환 가능) 직급/직책",48465310.0,도이치모터스㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48465310?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=53&sc=630,"[담당업무]

API 개발 : 사내 솔루션 및 플랫폼의 비즈니스 로직 구현 및 RESTful API 개발

데이터 파이프라인 : 데이터 웨어하우스(DW) 구축을 위한 데이터 수집/가공(ETL) 파이프라인 개발 및 운영

AI 연동 : LLM(OpenAI, Claude 등) API 연동 및 랭체인(LangChain) 등을 활용한 사내 AI 에이전트/챗봇 기능 구현

시스템 운영 : 레거시 시스템 유지보수 및 성능 최적화","[자격요건]

백엔드 개발 경력 3년 이상 (Python, Java 등)

Python(FastAPI, Django, Flask) 또는 Java(Spring Boot) 개발 역량 보유

DB 모델링 경험이 있는 분

Git, Docker 등 형상 관리 및 컨테이너 환경 사용 경험

AI 도구(Copilot, Cursor 등)를 활용하여 코드 품질을 높이고, 반복적인 개발 업무(Boilerplate code)를 자동화할 수 있는 분","[우대사항]

Python 및 데이터 처리에 강점이 있는 분

Airflow 등을 활용한 데이터 파이프라인 구축/운영 경험

LLM, RAG(검색 증강 생성) 등 최신 AI 기술을 활용한 프로젝트 경험

새로운 기술 습득에 거부감이 없고 빠르게 학습하여 적용하는 분","Airflow, Claude, Django, Docker, ETL, FastAPI, Flask, Git, Java, LangChain, LLM, OpenAI, Python, RAG, Spring, 데이터 파이프라인","",회사 내규에 따름 (면접 후 결정),"",""
AI Platform 엔지니어 모집 공고,"경기 성남시 분당구 백현로101번길 17  511호, 512호",경력,대졸이상,정규직,48452408.0,인포그랩 유한회사,https://www.jobkorea.co.kr/Recruit/GI_Read/48452408?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=55&sc=630,"○ 합류하면 이런 업무를 하게 돼요.


▶ 내부 플랫폼 운영 및 개선

- AWS 클라우드 인프라 운영 및 최적화

- OnPrem 환경 인프라 관리 및 하이브리드 아키텍처 설계

- GitLab, Mattermost, n8n 등 내부 서비스 운영

- Kubernetes 클러스터 운영 및 고도화

- Terraform 기반 Infrastructure as Code 관리

▶ 고객사 플랫폼/SRE 설계 및 운영 지원

- 고객 환경에 맞는 플랫폼 아키텍처 설계

- SRE 원칙 기반 신뢰성 개선 컨설팅

- SLI/SLO 설계 및 Error Budget 관리 지원

- Grafana Stack (Prometheus, Loki, Tempo) 기반 관측성 플랫폼 구축

- 장애 대응 프로세스 수립 및 포스트모템 문화 정착 지원

▶ Platform/SRE 관련 AI 에이전트 구현

- n8n 기반 플랫폼 운영 자동화 에이전트 개발

- 장애 탐지 및 자동 복구 AI 에이전트 구현

- Mattermost ChatOps 기반 운영 에이전트 개발

- 인프라 프로비저닝 자동화 에이전트 구축

- 비용 최적화 및 리소스 관리 AI 에이전트 개발

▶ 보안 및 접근 관리

- Keycloak 기반 SSO 및 통합 인증 시스템 운영

- Teleport Zero Trust 기반 인프라 접근 관리

- Policy as Code (OPA) 기반 보안 정책 자동화","○ 이런 분을 찾고 있어요.
▶ 보안 및 접근 관리

- 플랫폼/SRE 경험 1년 이상 또는 이에 준하는 역량

- AWS 또는 OnPrem 환경 운영 경험

- Kubernetes 운영 경험

- Infrastructure as Code: Terraform, Ansible 등

- Python 또는 TypeScript 프로그래밍 능력","○ 이런 분이면 더 좋아요.
- AWS Professional 레벨 자격증 보유

- n8n, Airflow 등 워크플로우 자동화 도구 경험

- LLM API 활용 또는 AI 에이전트 개발 경험

- VSRE 실무 경험 (Google SRE 원칙 이해 및 적용)

- Grafana Stack 운영 경험

- 오픈소스 기여 경험","Airflow, AWS, GitLab, Kubernetes, LLM, Python, Terraform, TypeScript","",회사 내규에 따름 (면접 후 결정),"",""
"[정규직] 밥게이트 AI 번역 엔진 IT 기획자 (LLM, AI Agent)",서울 금천구 두산로 70  A동 609호,경력,학력무관,정규직 (수습 3개월),48414777.0,㈜밥게이트,https://www.jobkorea.co.kr/Recruit/GI_Read/48414777?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=58&sc=630,"[담당업무]

ㆍAI 에이전트 기획: BITS 엔진 내 LLM 기반 AI 에이전트의 추가 기능 정의 및 로드맵 수립

ㆍ프롬프트 엔지니어링: 번역 품질 최적화를 위한 프롬프트 생성, 테스트 및 재구성(Refining)

ㆍ서비스 고도화: 기존 BITS 에이전트의 성능 분석 및 UX/UI 개선 기획
ㆍ협업 및 관리: 긴밀한 소통을 통한 기술 요구사항 정의(PRD 작성) 및 일정 관리","[자격요건]

ㆍ학력 : 학력무관

ㆍ경력 : IT 서비스 기획 경력 2년↑

ㆍ기술 이해도: LLM(ChatGPT, Claude 등) 및 AI Agent 작동 원리에 대한

                        실무적 이해가 있으신 분

ㆍ프롬프트 역량: 다양한 페르소나와 목적에 맞는 프롬프트 설계 및 고도화 경험이 풍부하신 분

ㆍ문제 해결력: 논리적인 사고를 바탕으로 복잡한 번역 프로세스를 구조화할 수 있는 분","[우대사항]

ㆍ언어 지식: 외국어(언어 가리지 않음) 능통자 또는 언어학적 지식을 보유하신 분

ㆍ도메인 경험: 게임 산업 또는 번역/로컬라이징 워크플로우에 대한 이해도가 높으신 분

ㆍ기술 경험: API 연동 기획 또는 RAG(검색 증강 생성) 관련 프로젝트 경험자

","Agent, Claude, LLM, RAG","",회사 내규에 따름 (면접 후 결정),"",""
(병역특례) 증권 AI Agent 엔지니어,서울 영등포구 국제금융로 70  17층,경력,대학원(석사)이상,"정규직 , 병역특례 (전문연구요원) 직급/직책",48419334.0,㈜씽크풀,https://www.jobkorea.co.kr/Recruit/GI_Read/48419334?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=61&sc=630,"주요 업무

   ㆍ 실적·뉴스·공시 기반 투자 콘텐츠 자동화(요약·정제·품질검수)

   ㆍ 트레이딩 신호/룰 엔진, 백테스트·시뮬레이션, 모니터링·리스크 체크 모듈 설계

   ㆍ 실시간 마켓데이터 ETL 파이프라인 및 평가 지표 설계

   ㆍ 필요 시 LangChain·LangGraph·LangFlow와 프롬프트 설계/튜닝을 활용해 콘텐츠 생성·검증 및 내부 도구 고도화","자격 요건

ㆍClaude Code/Codex/Cursor AI를 활용한 프로젝트 수행 경험 필수

ㆍ컴퓨터 공학, 통계학 또는 관련 분야 학사 이상

ㆍPython 기반 데이터 분석 및 AI 개발 능력
ㆍLLM 활용 및 프롬프트 최적화 경험
ㆍ기본적인 금융/증권 도메인 지식 또는 습득 의지","우대 사항

ㆍ Langchain, Langgraph, Langflow 활용 경험

ㆍ 금융권/증권사 AI 프로젝트 경험
ㆍ 대화형 AI 에이전트 개발 경험
ㆍ 증권 데이터 처리 및 분석 경험
ㆍ 금융 관련 자격증 보유자 (증권투자상담사, 펀드투자상담사 등)
ㆍ 오픈소스 AI 프로젝트 기여 경험","ETL, LangChain, Langchain, LangGraph, Langgraph","",회사 내규에 따름,"",""
DevSecOps AI 개발자 모집,서울 송파구 법원로8길 8  1314호,경력,대졸이상,정규직 직급/직책,48464300.0,㈜에이디알에프코리아,https://www.jobkorea.co.kr/Recruit/GI_Read/48464300?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=63&sc=630,"담당업무

ㆍAI 인프라 구축: Ollama 기반 로컬 LLM(Qwen, Llama 등) 서빙 최적화 및 고가용성 인프라 구축.
ㆍ에이전트 워크플로우 설계: OpenCode 및 MCP(Model Context Protocol)를 활용한 사내 맞춤형 코딩 에이전트 개발.
ㆍSSDF 보안 통합: 코드 리뷰 자동화, 취약점 스캐닝, SBOM 관리 프로세스에 AI 에이전트를 통합하여 DevSecOps 강화.
ㆍ모델 튜닝: 특정 도메인(T-Mobile 프레임워크)에 최적화된 프롬프트 엔지니어링 및 RAG(검색 증강 생성) 시스템 구축.","자격요건

ㆍ학력 : 대졸이상

ㆍ경력 : 경력3년↑

ㆍPython, C/C++ 등 프로그래밍 언어 숙련자

ㆍDevOps/SRE 경력: Docker, Kubernetes 기반의 서비스 운영 경험 3년 이상.

ㆍMLOps 이해도: GPU 가속화(NVIDIA CUDA), Ollama/vLLM 등 로컬 LLM 추론 엔진 최적화 경험.
ㆍ언어 숙련도: Go, Python, Node.js 중 2개 이상의 언어에 능숙하며 TUI 기반 도구 개발 경험자.
ㆍ보안 인식: 소프트웨어 보안 수명 주기(SDLC) 및 보안 프레임워크(NIST SSDF 등)에 대한 깊은 이해.","우대사항

ㆍAnthropic의 MCP(Model Context Protocol) 서버 구현 경험자.
ㆍ오픈소스 코딩 에이전트(OpenCode, Aider, Plandex 등) 기여 경험.
ㆍ로컬 LLM 양자화(Quantization) 및 하드웨어 가속 성능 튜닝 경험.","Docker, Go, Kubernetes, LLM, Node.js, Python, RAG","","연봉 5,000만원 이상 (면접 후 결정)","",""
[IT기업] LLM 엔지니어,서울 성동구 성수일로 111  311호,경력3년,대졸이상,정규직 (수습 3개월),48375086.0,㈜인포유앤컴퍼니,https://www.jobkorea.co.kr/Recruit/GI_Read/48375086?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=64&sc=630,"
● 주요 업무



- LLM 기반 AI 에이전트 및 RAG 시스템 개발·운영

- AI 애플리케이션 품질 관리 및 프롬프트 엔지니어링

- 사용자 피드백 기반 품질 성능 개선

- 최신 AI 기술 동향 파악 및 도입 검토","● 자격 요건



- Elasticsearch/Cosmos DB(vCore)등 벡터 DB 기반 RAG 시스템 구현 경험 보유자

- LLM API 및 프레임워크(LangChain/LlamaIndex 등) 기반 AI 에이전트 개발 경험

- LLM 애플리케이션 성능 최적화(토큰/속도/정확도) 및 프로덕션 운영 경험

- 프롬프트 개선 및 생성형 AI 품질 검증 경험 보유자

- Hugging Face/Ollama 등 오픈소스 모델 활용 및 최신 NLP 기술 스택 전문가

- Git 기반 협업 및 코드 리뷰 경험

- AI Coding Assistant(Claude Code, Cursor 등) 실무 활용 경험

- 요구사항을 기술 문서로 구체화하고 효과적으로 커뮤니케이션하는 능력","● 우대 사항



- 최신 AI 연구를 빠르게 습득하고 팀에 효과적으로 전파할 수 있는 커뮤니케이션 스킬

- 최신 AI 논문을 신속하게 이해하고 비즈니스 관점에서 평가할 수 있는 능력

- AI/ML 관련 오픈소스 프로젝트 기여 또는 개인 연구 프로젝트 경험

- AI Coding Assistant의 한계를 이해하고 적절히 활용할 수 있는 분

- 확장 가능하고 유지보수 용이한 코드 구조 설계 능력","Claude, Elasticsearch, Git, Hugging Face, LangChain, LLM, NLP, RAG","",회사 내규에 따름 (면접 후 결정),"",""
AE팀 Account Executive,서울 강남구,경력3년~10년,대졸이상,정규직 (수습 3개월),48517677.0,팔레트㈜,https://www.jobkorea.co.kr/Recruit/GI_Read/48517677?Oem_Code=C1&logpath=1&stext=AI+%EC%97%90%EC%9D%B4%EC%A0%84%ED%8A%B8&listno=65&sc=630,"이런 업무를 해요
ㆍ신규 프로젝트 문의 응대 및 기존 클라이언트 커뮤니케이션과 프로젝트 관리
ㆍ클라이언트의 광고 캠페인 목표 및 니즈 파악, 핵심 과제 도출
ㆍAI 에이전트 및 AI 영상 제작 기술을 활용한 맞춤형 광고 전략 및 솔루션 제안
ㆍ프로젝트 제안서 작성, 경쟁 프로젠테이션 수행 및 계약 진행
ㆍ크리에이티브팀과 긴밀하게 협업하여 프로젝트 관리 및 광고주 커뮤니케이션
ㆍ자사 AI에이전트 서비스의 성공적인 구축과 운영을 위한 유관부서(플랫폼팀, 마케팅팀) 협업
ㆍ캠페인 성과 분석 및 인사이트 도출, 후속 전략 제안","이런 분들을 찾고 있어요
ㆍ학력 : 대졸이상
ㆍ광고대행사 AE 경력 (3년 이상)
ㆍAI 기술(생성형 AI, AI 에이전트 등)과 AI 트렌드에 대한 관심과 이해도를 보유하신 분
ㆍ생성형 AI 툴을 실제 광고 기획/제작 업무에 적극적으로 활용하고 성과를 낸 경험이 있으신 분
ㆍ탁월한 커뮤니케이션 및 프로젠테이션 스킬을 보유하신 분
ㆍ유연한 사고를 문제 해결을 위한 방법을 찾아가는 분
ㆍ논리적이고 전략적인 사고를 바탕으로 문제를 해결하는 능력이 뛰어나신 분","이런 분이면 더 좋아요
ㆍ광고대행사 AE 경험
ㆍ테크 기반 스타트업 또는 IT 업계 광고 캠페인 수행 경험
ㆍAI 기술을 활용한 프로젝트 리딩 경험
ㆍ신규 클라이언트 발굴 및 비즈니스 개발(BD) 역량을 갖추신 분",,"","","",""
